@relation 'census_income_data_2000_mockup-weka.filters.supervised.attribute.Discretize-R1,3,4,17,19,6,18,25-weka.filters.unsupervised.attribute.Remove-R16,25-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.supervised.attribute.Discretize-R38-weka.filters.unsupervised.attribute.Reorder-R5,10,4,1,22,19,9,23,38,2,29,3,8,30,18,37,13,16,12,14,17,24,25,26,27,28,31,32,7,20,33,6,11,35,21,34,15,36,last'

@attribute education_AHGA {' Associates degree-occup /vocational',' Bachelors degree(BA AB BS)',' High school graduate',' Some college but no degree',' Masters degree(MA MS MEng MEd MSW MBA)',' Prof school degree (MD DDS DVM LLB JD)',' 1st 2nd 3rd or 4th grade',' Associates degree-academic program',' Doctorate degree(PhD EdD)',' 5th or 6th grade',' 9th grade',' 12th grade no diploma',' 11th grade',' 10th grade',' 7th and 8th grade',' Children',' Less than 1st grade'}
@attribute major_occupation_code_AMJOCC {' Precision production craft & repair',' Sales',' Executive admin and managerial',' Not in universe',' Farming forestry and fishing',' Technicians and related support',' Machine operators assmblrs & inspctrs',' Professional specialty',' Handlers equip cleaners etc ',' Protective services',' Transportation and material moving',' Other service',' Adm support including clerical',' Armed Forces',' Private household services'}
@attribute occupation_code_ADTOCC {(-inf-0.5],(0.5-18.5],(18.5-32.5],(32.5-inf)}
@attribute age_AAGE {(-inf-22.5],(22.5-27.5],(27.5-31.5],(31.5-66.5],(66.5-inf)}
@attribute detailed_household_and_family_stat_HHDFMX {' Nonfamily householder',' Householder',' Spouse of householder',' Secondary individual',' Child 18+ never marr Not in a subfamily',' Other Rel 18+ spouse of subfamily RP',' Other Rel 18+ ever marr not in subfamily',' RP of unrelated subfamily',' Child 18+ never marr RP of subfamily',' Other Rel 18+ ever marr RP of subfamily',' Child <18 never marr not in subfamily',' Child 18+ ever marr Not in a subfamily',' Grandchild <18 never marr child of subfamily RP',' Child 18+ spouse of subfamily RP',' Child under 18 of RP of unrel subfamily',' Other Rel <18 never marr child of subfamily RP',' Grandchild <18 never marr not in subfamily',' Other Rel 18+ never marr not in subfamily',' Grandchild 18+ never marr not in subfamily',' Child 18+ ever marr RP of subfamily',' Other Rel <18 spouse of subfamily RP'}
@attribute tax_filer_status_FILESTAT {' Single',' Joint both under 65',' Joint both 65+',' Head of household',' Joint one under 65 & one 65+',' Nonfiler'}
@attribute major_industry_code_AMJIND {' Communications',' Retail trade',' Other professional services',' Finance insurance and real estate',' Not in universe or children',' Education',' Manufacturing-durable goods',' Construction',' Public administration',' Agriculture',' Transportation',' Manufacturing-nondurable goods',' Business and repair services',' Personal services except private HH',' Entertainment',' Utilities and sanitary services',' Medical except hospital',' Wholesale trade',' Hospital services',' Social services',' Mining',' Forestry and fisheries',' Armed Forces',' Private household services'}
@attribute detailed_household_summary_in_household_HHDREL {' Householder',' Spouse of householder',' Nonrelative of householder',' Child 18 or older',' Other relative of householder',' Child under 18 never married'}
@attribute veterans_benefits_VETYN {(-inf-38.5],(38.5-47.5],(47.5-inf)}
@attribute class_of_worker_ACLSWKR {' Private',' Self-employed-incorporated',' Not in universe',' Local government',' State government',' Self-employed-not incorporated',' Federal government',' Never worked',' Without pay'}
@attribute num_persons_worked_for_employer_NOEMP {0,1,2,3,4,5,6}
@attribute industry_code_ADTIND {(-inf-1.5],(1.5-inf)}
@attribute marital_status_AMARITL {' Separated',' Married-civilian spouse present',' Widowed',' Never married',' Divorced',' Married-spouse absent',' Married-A F spouse present'}
@attribute family_members_under_18_PARENT {' Not in universe',' Both parents present',' Mother only present',' Neither parent present',' Father only present'}
@attribute divdends_from_stocks_DIVVAL {(-inf-52],(52-inf)}
@attribute fill_inc_questionnaire_for_veteran_admin_VETQVA {0,1,2}
@attribute sex_ASEX {' Male',' Female'}
@attribute capital_gains_CAPGAIN {(-inf-7364],(7364-inf)}
@attribute hispanic_Origin_AREORGN {' All other',' Mexican-American',' Other Spanish',' Mexican (Mexicano)',' Puerto Rican',' NA',' Central or South American',' Cuban',' Chicano',' Do not know'}
@attribute member_of_a_labor_union_AUNMEM {' Not in universe',' No',' Yes'}
@attribute capital_losses_CAPLOSS {(-inf-1881.5],(1881.5-inf)}
@attribute migration_code_change_in_msa_MIGMTR1 {' MSA to MSA',' Nonmover',' NonMSA to nonMSA',' Abroad to MSA',' NonMSA to MSA',' MSA to nonMSA',' Not in universe',' Not identifiable',' Abroad to nonMSA'}
@attribute migration_code_change_in_reg_MIGMTR3 {' Same county',' Nonmover',' Different region',' Different division same region',' Different county same state',' Different state same division',' Abroad',' Not in universe'}
@attribute migration_code_move_within_reg_MIGMTR4 {' Same county',' Nonmover',' Different state in South',' Different county same state',' Different state in Midwest',' Different state in West',' Abroad',' Different state in Northeast',' Not in universe'}
@attribute live_in_this_house_1_year_ago_MIGSAME {' No',' Yes',' Not in universe under 1 year old'}
@attribute migration_prev_res_in_sunbelt_MIGSUN {' No',' Not in universe',' Yes'}
@attribute country_of_birth_father_PEFNTVTY {' United-States',' Germany',' England',' Italy',' Poland',' China',' Canada',' Mexico',' Iran',' Philippines',' Thailand',' Dominican-Republic',' Puerto-Rico',' Ireland',' Portugal',' Nicaragua',' Vietnam',' Cuba',' Hungary',' India',' Cambodia',' Taiwan',' Peru',' Outlying-U S (Guam USVI etc)',' Jamaica',' South Korea',' Guatemala',' Scotland',' Columbia',' Japan',' El-Salvador',' Ecuador',' Trinadad&Tobago',' Honduras',' Yugoslavia',' Hong Kong',' Haiti',' France'}
@attribute country_of_birth_mother_PEMNTVTY {' United-States',' Hungary',' England',' Italy',' Germany',' Poland',' France',' China',' Canada',' Mexico',' Scotland',' Iran',' Philippines',' Thailand',' Ireland',' Dominican-Republic',' Puerto-Rico',' Portugal',' Nicaragua',' Vietnam',' Cuba',' India',' Cambodia',' Japan',' Taiwan',' Peru',' El-Salvador',' Hong Kong',' Jamaica',' South Korea',' Guatemala',' Columbia',' Yugoslavia',' Ecuador',' Trinadad&Tobago',' Honduras',' Haiti'}
@attribute enrolled_in_edu_inst_last_wk_AHSCOL {' Not in universe',' High school',' College or university'}
@attribute region_of_previous_residence_GRINREG {' Midwest',' Not in universe',' Northeast',' South',' West',' Abroad'}
@attribute country_of_birth_self_PENATVTY {' United-States',' England',' Italy',' Poland',' Japan',' Germany',' Canada',' Mexico',' Taiwan',' Iran',' Philippines',' Thailand',' Dominican-Republic',' Puerto-Rico',' Portugal',' Ireland',' Nicaragua',' Vietnam',' Cuba',' India',' Peru',' China',' Hong Kong',' Jamaica',' South Korea',' Guatemala',' Scotland',' Columbia',' El-Salvador',' Trinadad&Tobago',' Honduras',' Cambodia',' Haiti',' France',' Hungary'}
@attribute wage_per_hour_AHRSPAY {(-inf-212.5],(212.5-917.5],(917.5-1628.5],(1628.5-inf)}
@attribute mace_ARACE {' White',' Asian or Pacific Islander',' Black',' Amer Indian Aleut or Eskimo',' Other'}
@attribute own_business_or_self_employed_SEOTR {0,1,2}
@attribute state_of_previous_residence_GRINST {' Indiana',' Not in universe',' Connecticut',' Utah',' Minnesota',' Florida',' South Dakota',' New Mexico',' Oregon',' District of Columbia',' Oklahoma',' North Carolina',' Virginia',' Alaska',' Abroad',' Mississippi',' Kansas',' North Dakota',' West Virginia',' Michigan',' California',' Maine',' Arizona',' Colorado',' New Hampshire',' Arkansas',' New Jersey',' Montana',' Texas',' Massachusetts',' Iowa',' Wyoming',' Maryland',' New York',' Alabama',' Pennsylvania',' Idaho',' Louisiana',' Tennessee',' Nevada',' Kentucky',' Vermont',' Ohio',' South Carolina',' Georgia',' Missouri',' Delaware',' Illinois'}
@attribute citizenship_PRCITSHP {' Native- Born in the United States',' Native- Born abroad of American Parent(s)',' Foreign born- U S citizen by naturalization',' Foreign born- Not a citizen of U S ',' Native- Born in Puerto Rico or U S Outlying'}
@attribute reason_for_unemployment_AUNTYPE {' Not in universe',' Other job loser',' Job loser - on layoff',' Re-entrant',' Job leaver',' New entrant'}
@attribute taxable_income_amount_TAXINC {' Not in universe',' No',' Yes'}
@attribute Class {above,below}

@data
' Children',' Not in universe',(-inf-0.5],(-inf-22.5],' Child <18 never marr not in subfamily',' Nonfiler',' Not in universe or children',' Child under 18 never married',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Never married',' Mother only present',(-inf-52],0,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Not in universe',' Not in universe',' Not in universe',' Not in universe under 1 year old',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Technicians and related support',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Manufacturing-durable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' Black',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Not in universe',(-inf-0.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Not in universe or children',' Spouse of householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(52-inf),2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Not in universe',(-inf-0.5],(-inf-22.5],' Child 18+ never marr Not in a subfamily',' Nonfiler',' Not in universe or children',' Child 18 or older',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Never married',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' College or university',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Professional specialty',(0.5-18.5],(22.5-27.5],' Child 18+ never marr RP of subfamily',' Nonfiler',' Entertainment',' Child 18 or older',(-inf-38.5],' Private',0,(1.5-inf),' Never married',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' 7th and 8th grade',' Not in universe',(-inf-0.5],(66.5-inf),' Spouse of householder',' Joint both 65+',' Not in universe or children',' Spouse of householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Cambodia',' Italy',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Not in universe',(-inf-0.5],(31.5-66.5],' Nonfamily householder',' Single',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',4,(-inf-1.5],' Divorced',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Adm support including clerical',(18.5-32.5],(27.5-31.5],' Nonfamily householder',' Single',' Wholesale trade',' Householder',(47.5-inf),' Private',4,(1.5-inf),' Never married',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' England',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Not in universe',(-inf-0.5],(66.5-inf),' Nonfamily householder',' Single',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Widowed',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Bachelors degree(BA AB BS)',' Machine operators assmblrs & inspctrs',(32.5-inf),(31.5-66.5],' Nonfamily householder',' Single',' Manufacturing-nondurable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Never married',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Yes',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(917.5-1628.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' 7th and 8th grade',' Not in universe',(-inf-0.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Not in universe or children',' Spouse of householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Not in universe',(-inf-0.5],(31.5-66.5],' Householder',' Joint both under 65',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' 10th grade',' Not in universe',(-inf-0.5],(-inf-22.5],' Other Rel 18+ ever marr RP of subfamily',' Nonfiler',' Not in universe or children',' Other relative of householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-spouse absent',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' Mexican (Mexicano)',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Mexico',' Mexico',' Not in universe',' Not in universe',' Mexico',(-inf-212.5],' White',0,' Not in universe',' Foreign born- Not a citizen of U S ',' Not in universe',' Not in universe',below
' 11th grade',' Other service',(18.5-32.5],(-inf-22.5],' Child <18 never marr not in subfamily',' Nonfiler',' Retail trade',' Child under 18 never married',(-inf-38.5],' Private',6,(1.5-inf),' Never married',' Mother only present',(-inf-52],2,' Male',(-inf-7364],' Mexican-American',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Mexico',' Mexico',' High school',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Masters degree(MA MS MEng MEd MSW MBA)',' Professional specialty',(0.5-18.5],(27.5-31.5],' Spouse of householder',' Joint both under 65',' Business and repair services',' Spouse of householder',(38.5-47.5],' Self-employed-not incorporated',4,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' MSA to nonMSA',' Different state same division',' Different state in Northeast',' No',' No',' United-States',' United-States',' Not in universe',' Northeast',' United-States',(-inf-212.5],' White',0,' Maryland',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Bachelors degree(BA AB BS)',' Other service',(18.5-32.5],(22.5-27.5],' Child 18+ never marr Not in a subfamily',' Single',' Retail trade',' Child 18 or older',(47.5-inf),' Private',3,(1.5-inf),' Never married',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',2,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Executive admin and managerial',(0.5-18.5],(31.5-66.5],' Householder',' Head of household',' Manufacturing-nondurable goods',' Householder',(47.5-inf),' Private',3,(1.5-inf),' Divorced',' Not in universe',(52-inf),2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' MSA to nonMSA',' Different county same state',' Different county same state',' No',' No',' United-States',' United-States',' Not in universe',' Midwest',' United-States',(-inf-212.5],' White',0,' Kentucky',' Native- Born in the United States',' Not in universe',' Not in universe',below
' 12th grade no diploma',' Not in universe',(-inf-0.5],(-inf-22.5],' Child 18+ never marr Not in a subfamily',' Single',' Not in universe or children',' Child 18 or older',(-inf-38.5],' Not in universe',2,(-inf-1.5],' Never married',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' Mexican-American',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Mexico',' Mexico',' High school',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Adm support including clerical',(18.5-32.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Wholesale trade',' Spouse of householder',(47.5-inf),' Private',6,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' 7th and 8th grade',' Not in universe',(-inf-0.5],(66.5-inf),' Householder',' Nonfiler',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Widowed',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Professional specialty',(0.5-18.5],(31.5-66.5],' Child 18+ ever marr RP of subfamily',' Head of household',' Personal services except private HH',' Child 18 or older',(47.5-inf),' Private',6,(1.5-inf),' Divorced',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Adm support including clerical',(18.5-32.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Manufacturing-nondurable goods',' Spouse of householder',(47.5-inf),' Self-employed-not incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' Mexican-American',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Mexico',' Mexico',' Not in universe',' Not in universe',' Mexico',(-inf-212.5],' White',0,' Not in universe',' Foreign born- Not a citizen of U S ',' Not in universe',' Not in universe',below
' High school graduate',' Not in universe',(-inf-0.5],(66.5-inf),' Householder',' Joint both 65+',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Scotland',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Children',' Not in universe',(-inf-0.5],(-inf-22.5],' Child <18 never marr not in subfamily',' Nonfiler',' Not in universe or children',' Child under 18 never married',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Never married',' Both parents present',(-inf-52],0,' Female',(-inf-7364],' Central or South American',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' Peru',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Other service',(18.5-32.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Social services',' Spouse of householder',(47.5-inf),' Self-employed-not incorporated',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Children',' Not in universe',(-inf-0.5],(-inf-22.5],' Child <18 never marr not in subfamily',' Nonfiler',' Not in universe or children',' Child under 18 never married',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Never married',' Both parents present',(-inf-52],0,' Female',(-inf-7364],' Central or South American',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Ecuador',' Ecuador',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Sales',(0.5-18.5],(31.5-66.5],' Householder',' Joint both under 65',' Finance insurance and real estate',' Householder',(47.5-inf),' Private',1,(1.5-inf),' Married-civilian spouse present',' Not in universe',(52-inf),2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Children',' Not in universe',(-inf-0.5],(-inf-22.5],' Child <18 never marr not in subfamily',' Nonfiler',' Not in universe or children',' Child under 18 never married',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Never married',' Mother only present',(-inf-52],0,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' Other',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Some college but no degree',' Executive admin and managerial',(0.5-18.5],(31.5-66.5],' Nonfamily householder',' Single',' Medical except hospital',' Householder',(47.5-inf),' Private',5,(1.5-inf),' Widowed',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' No',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(917.5-1628.5],' Black',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Not in universe',(-inf-0.5],(66.5-inf),' Nonfamily householder',' Nonfiler',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Widowed',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' 10th grade',' Not in universe',(-inf-0.5],(66.5-inf),' Householder',' Joint both 65+',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Children',' Not in universe',(-inf-0.5],(-inf-22.5],' Child <18 never marr not in subfamily',' Nonfiler',' Not in universe or children',' Child under 18 never married',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Never married',' Both parents present',(-inf-52],0,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Not in universe',(-inf-0.5],(-inf-22.5],' Spouse of householder',' Joint both under 65',' Not in universe or children',' Spouse of householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' Other Spanish',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Dominican-Republic',' Dominican-Republic',' Not in universe',' Not in universe',' Dominican-Republic',(-inf-212.5],' Other',0,' Not in universe',' Foreign born- Not a citizen of U S ',' Not in universe',' Not in universe',below
' High school graduate',' Not in universe',(-inf-0.5],(66.5-inf),' Householder',' Joint one under 65 & one 65+',' Not in universe or children',' Householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],2,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' NonMSA to nonMSA',' Different state same division',' Different state in West',' No',' No',' United-States',' United-States',' Not in universe',' West',' United-States',(-inf-212.5],' White',0,' Abroad',' Native- Born in the United States',' Not in universe',' Not in universe',below
' Children',' Not in universe',(-inf-0.5],(-inf-22.5],' Child <18 never marr not in subfamily',' Nonfiler',' Not in universe or children',' Child under 18 never married',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Never married',' Both parents present',(-inf-52],0,' Female',(-inf-7364],' Central or South American',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' Puerto-Rico',' Columbia',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' Not in universe',below
' High school graduate',' Machine operators assmblrs & inspctrs',(32.5-inf),(22.5-27.5],' Householder',' Head of household',' Manufacturing-nondurable goods',' Householder',(47.5-inf),' Private',6,(1.5-inf),' Separated',' Not in universe',(-inf-52],2,' Female',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' NonMSA to nonMSA',' Same county',' Same county',' No',' No',' United-States',' United-States',' Not in universe',' Northeast',' United-States',(-inf-212.5],' White',0,' North Carolina',' Native- Born in the United States',' Not in universe',' Not in universe',below
' 7th and 8th grade',' Not in universe',(-inf-0.5],(31.5-66.5],' Spouse of householder',' Joint both under 65',' Not in universe or children',' Spouse of householder',(-inf-38.5],' Not in universe',0,(-inf-1.5],' Married-civilian spouse present',' Not in universe',(-inf-52],1,' Male',(-inf-7364],' All other',' Not in universe',(-inf-1881.5],' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',' United-States',' United-States',' Not in universe',' Not in universe',' United-States',(-inf-212.5],' White',0,' Not in universe',' Native- Born in the United States',' Not in universe',' No',below
